raw_text,link,page_found,scrape_timestamp,price,size,district,rooms,has_outdoor,is_neubau,is_furnished,price_per_m2,dist_center,dist_ubahn,nearest_ubahn,fingerprint
"Near technical University - 4th district - only MALE rooms available by July 2026 | 1040 Wien, 04. Bezirk, Wieden, Kleine Neugasse | 12 m² | 6 Zimmer | Privat | € 610",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/near-technical-university-4th-district-only-male-rooms-available-by-july-2026-877780404/,3,2026-01-19T07:24:25.734760,610.0,12.0,1040.0,6.0,0,0,0,50.833333333333336,1.9401070499167226,0.8095003750608214,Karlsplatz (U1/U2/U4),6f599ea534
"Wohnen in der Innenstadt: 5-Zimmer Wohnung in Top Lage - zwischen Schwedenplatz und Stephansplatz; ab sofort! | 1010 Wien, 01. Bezirk, Innere Stadt | 160 m² | 5 Zimmer | Mittelsmann Philipp Sulek GmbH | € 3.156,33",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wohnen-in-der-innenstadt-5-zimmer-wohnung-in-top-lage-zwischen-schwedenplatz-und-stephansplatz-ab-sofort-1715879878/,3,2026-01-19T07:24:25.750074,3156.33,160.0,1010.0,5.0,0,0,0,19.7270625,0.03228056867712459,0.0,Stephansplatz (U1/U3),66431fce8e
"Grünruhelage nahe Glanzing! Perfekt geschnittene Dachterrassen-Studio-Wohnung mit optionalem Garagenplatz | 1190 Wien, 19. Bezirk, Döbling | 44 m² | 1 Zimmer | Terrasse, Dachterrasse | Gottlieb Properties Immobilientreuhand GmbH | € 888,16",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/gruenruhelage-nahe-glanzing-perfekt-geschnittene-dachterrassen-studio-wohnung-mit-optionalem-garagenplatz-1045589494/,3,2026-01-19T07:24:25.766504,888.16,44.0,1190.0,1.0,1,0,0,20.185454545454544,5.985980651446811,3.4946354996116806,Floridsdorf (U6),11a0e6c7a0
"Garconniere, Top-Lage! Privatgarten! - smart living | 1180 Wien, 18. Bezirk, Währing, Wallrißstraße | 46 m² | Privat | € 1.360",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/garconniere-top-lage-privatgarten-smart-living-1843298671/,3,2026-01-19T07:24:25.781031,1360.0,46.0,1180.0,,1,0,0,29.565217391304348,4.063677328064962,2.071619426532513,Nußdorfer Straße (U6),64bb76b84c
"Schöne Dachgeschoßmaisonette (95m²+35m² Terrasse) mit 360°Blick über Wien | 1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Goldschlagstraße 40 | 95 m² | 3 Zimmer | Dachterrasse | Privat | € 1.950",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/schoene-dachgeschossmaisonette-95m-35m-terrasse-mit-360-blick-ueber-wien-1628606847/,3,2026-01-19T07:24:25.797105,1950.0,95.0,1150.0,3.0,1,0,0,20.526315789473685,3.806525021884536,1.196653805764201,Längenfeldgasse (U4/U6),638fc9a914
"2-Zimmer Wohnung (44 m²) in 1160 Wien - ab Februar verfügbar | 1160 Wien, 16. Bezirk, Ottakring, Rückertgasse | 44 m² | 2 Zimmer | Privat | € 638,25",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/2-zimmer-wohnung-44-m-in-1160-wien-ab-februar-verfuegbar-1379391555/,3,2026-01-19T07:24:25.812615,638.25,44.0,1160.0,2.0,0,0,0,14.505681818181818,5.083267624585634,2.0524532403826514,Nußdorfer Straße (U6),e5dcad566d
"Helle Wohnung mit großer Loggia ins Grüne in absoluter Ruhelage am Fuße des Wilhelminenberges / Provisionsfrei | 1160 Wien, 16. Bezirk, Ottakring, Degengasse 70 | 92 m² | 3 Zimmer | Loggia | Privat | € 1.590",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/helle-wohnung-mit-grosser-loggia-ins-gruene-in-absoluter-ruhelage-am-fusse-des-wilhelminenberges-provisionsfrei-1403084700/,3,2026-01-19T07:24:25.828663,1590.0,92.0,1160.0,3.0,1,0,0,17.282608695652176,5.083267624585634,2.0524532403826514,Nußdorfer Straße (U6),f5fc400a8f
"2,5-Zimmer-Wohnung mit perfektem Grundriss und Loggia in ruhiger Wohnlage | 1230 Wien, 23. Bezirk, Liesing | 75 m² | 2 Zimmer | Loggia, Garten | Privat | € 1.235,13",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/2-5-zimmer-wohnung-mit-perfektem-grundriss-und-loggia-in-ruhiger-wohnlage-1881383412/,3,2026-01-19T07:24:25.844393,1235.13,75.0,1230.0,2.0,1,0,0,16.468400000000003,9.75278000341773,5.04625112738775,Meidling (U4/U6),6d8b0ef32d
"2,5-Zimmer-Wohnung lichtdurchflutet mit Loggia und idealer Sonnenausrichtung | 1230 Wien, 23. Bezirk, Liesing | 71 m² | 2 Zimmer | Loggia, Garten | Privat | € 1.216,40",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/2-5-zimmer-wohnung-lichtdurchflutet-mit-loggia-und-idealer-sonnenausrichtung-1965971982/,3,2026-01-19T07:24:25.859259,1216.4,71.0,1230.0,2.0,1,0,0,17.132394366197186,9.75278000341773,5.04625112738775,Meidling (U4/U6),0bf3ea0dc5
"Großzügige 3 Zimmerdachgeschosswohnung + Terrasse in absoluter Ruhelage! Tolle Lage - U1 Kagranerplatz! Nähe Alte Donau&Donauzentrum! | 1220 Wien, 22. Bezirk, Donaustadt, Finsterergasse | 75 m² | 3 Zimmer | Terrasse | Doppio Immobilien GmbH | € 1.548,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/grosszuegige-3-zimmerdachgeschosswohnung-terrasse-in-absoluter-ruhelage-tolle-lage-u1-kagranerplatz-naehe-alte-donau-donauzentrum-1681469413/,3,2026-01-19T07:24:25.874119,1548.99,75.0,1220.0,3.0,1,0,0,20.653200000000002,7.413418410825834,6.441728552789552,Nestroyplatz (U1),78a704fa9f
"***MIETANBOT LIEGT VOR*** Dachgeschoss-Living in Hietzing | Grünblick & Parkplatz inklusive! | 1130 Wien, 13. Bezirk, Hietzing | 124 m² | 5 Zimmer | Garten | Badura Immobilien GmbH | € 1.950",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/-mietanbot-liegt-vor-dachgeschoss-living-in-hietzing-gruenblick-parkplatz-inklusive-1200678859/,3,2026-01-19T07:24:25.889704,1950.0,124.0,1130.0,5.0,1,0,0,15.725806451612904,7.996040338267293,4.680542147592663,Meidling (U4/U6),fbeae14ee0
"Erstbezug - stilvoll sanierte 2-Zimmer-Wohnung in Hernals | 1170 Wien, 17. Bezirk, Hernals, Geblergasse 97 | 54 m² | 2 Zimmer | Privat | € 1.058,67",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/erstbezug-stilvoll-sanierte-2-zimmer-wohnung-in-hernals-1196694146/,3,2026-01-19T07:24:25.903834,1058.67,54.0,1170.0,2.0,0,0,0,19.605,5.540427782715806,2.6870540919133137,Nußdorfer Straße (U6),d22548ec48
"Direktvergabe 2-Zimmer-Gemeindewohnung (Vormerkschein / Wohnticket ERFORDERLICH) | 1130 Wien, 13. Bezirk, Hietzing, Hetzendorferstraße | 52 m² | 2 Zimmer | Privat | € 520",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/direktvergabe-2-zimmer-gemeindewohnung-vormerkschein-wohnticket-erforderlich-792634907/,3,2026-01-19T07:24:25.918887,520.0,52.0,1130.0,2.0,0,0,0,10.0,7.996040338267293,4.680542147592663,Meidling (U4/U6),d1e1329338
"++NEU++ Unique 3-room apartment in the very heart of the city (1/24) | 1060 Wien, 06. Bezirk, Mariahilf | 57 m² | 3 Zimmer | Balkon | Adonia Realitätenvermittlung GmbH | € 1.874,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/-neu-unique-3-room-apartment-in-the-very-heart-of-the-city-1-24-1032906986/,3,2026-01-19T07:24:25.934688,1874.99,57.0,1060.0,3.0,1,0,0,32.894561403508774,2.3165823996456854,0.9572671906655237,Längenfeldgasse (U4/U6),9d0a4bd9a8
"PERFEKT:3 Zimmerappartement | 1140 Wien, 14. Bezirk, Penzing, Pfaffenbergengasse | 78 m² | 3 Zimmer | Privat | € 1.165",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/perfekt-3-zimmerappartement-969614639/,3,2026-01-19T07:24:25.949553,1165.0,78.0,1140.0,3.0,0,0,0,14.935897435897436,8.249117099411702,5.272188786768713,Nußdorfer Straße (U6),77d57394f6
"Moderne 3-Zimmer-Maisonette-Wohnung mit Balkon zwischen Rochusmarkt und Donaukanal | 1030 Wien, 03. Bezirk, Landstraße, Erdbergstraße | 90 m² | 3 Zimmer | Balkon | EDEX Immobilien GmbH | € 1.645",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/moderne-3-zimmer-maisonette-wohnung-mit-balkon-zwischen-rochusmarkt-und-donaukanal-2078707040/,3,2026-01-19T07:24:25.964264,1645.0,90.0,1030.0,3.0,1,0,0,18.27777777777778,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),f15f46dcef
"Ruhige 3 Zimmer Wohnung WARM inkl. Heizung, Warmwasser und Strom - 2er - WG tauglich | 1100 Wien, 10. Bezirk, Favoriten, Puchsbaumplatz | 82 m² | 3 Zimmer | Willmann Immobilien GmbH | € 1.050,01",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/ruhige-3-zimmer-wohnung-warm-inkl-heizung-warmwasser-und-strom-2er-wg-tauglich-1507000523/,3,2026-01-19T07:24:25.978377,1050.01,82.0,1100.0,3.0,0,0,0,12.805,5.852546811736052,3.2766015505325448,Südtiroler Platz (U1),85196e72c9
"EXKLUSIVES PENTHOUSE MIT BLICK ÜBER WIEN IM 42. OG | ERSTBEZUG | VIENNA TWENTYTWO | AB APRIL 2026 | 1220 Wien, 22. Bezirk, Donaustadt, Dr.-Adolf-Schärf-Platz 10 | 113 m² | 3 Zimmer | Balkon, Loggia | OPTIN Immobilien GmbH | € 3.389,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/exklusives-penthouse-mit-blick-ueber-wien-im-42-og-erstbezug-vienna-twentytwo-ab-april-2026-1201556113/,3,2026-01-19T07:24:25.994987,3389.99,113.0,1220.0,3.0,1,0,0,29.999911504424777,7.413418410825834,6.441728552789552,Nestroyplatz (U1),0fc97f2f3f
"RESIDENZ AM STADTRAND zum Mieten | 1140 Wien, 14. Bezirk, Penzing, Bahnstraße 2F | 90 m² | 3 Zimmer | Terrasse, Garten | Familienwohnbau gemeinnützige Bau- und Siedlungsgesellschaft m.b.H. | € 1.981,26",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/residenz-am-stadtrand-zum-mieten-2084735102/,3,2026-01-19T07:24:26.010621,1981.26,90.0,1140.0,3.0,1,0,0,22.014,8.249117099411702,5.272188786768713,Nußdorfer Straße (U6),9d1097fa32
"3 ZIMMER! - DC-FLATS - Stilvolles Wohnen über den Dächern - ERSTBEZUG | 1220 Wien, 22. Bezirk, Donaustadt | 92 m² | 3 Zimmer | Hubner Immobilien | € 2.290",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/3-zimmer-dc-flats-stilvolles-wohnen-ueber-den-daechern-erstbezug-2118073874/,3,2026-01-19T07:24:26.025942,2290.0,92.0,1220.0,3.0,0,0,0,24.891304347826086,7.413418410825834,6.441728552789552,Nestroyplatz (U1),c5c4a61585
"3 Zimmerwohnung (Maisonette) mit Balkon in 1190 Wien zu vermieten | 1190 Wien, 19. Bezirk, Döbling | 84 m² | 3 Zimmer | Balkon | Hofer Realitäten GmbH | € 1.772,69",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/3-zimmerwohnung-maisonette-mit-balkon-in-1190-wien-zu-vermieten-1518034116/,3,2026-01-19T07:24:26.041073,1772.69,84.0,1190.0,3.0,1,0,0,21.103452380952383,5.985980651446811,3.4946354996116806,Floridsdorf (U6),b023ea4ddd
"Helle 3-Zimmer Dachgeschoßwohnung | 1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Mariahilfer Straße 208 | 72 m² | Johannes M. Pokorny Immobilientreuhand e.U. | € 1.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/helle-3-zimmer-dachgeschosswohnung-1688613654/,3,2026-01-19T07:24:26.056636,1300.0,72.0,1150.0,,0,0,0,18.055555555555557,3.806525021884536,1.196653805764201,Längenfeldgasse (U4/U6),d11e38d455
"Dachgeschoß - über 60m² Terrasse und Balkon nahe Alte Donau | 1210 Wien, 21. Bezirk, Floridsdorf, Ostmarkgasse | 134 m² | 4 Zimmer | Terrasse, Balkon, Dachterrasse | Wonisch Immobilien e.U. | € 2.700",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/dachgeschoss-ueber-60m-terrasse-und-balkon-nahe-alte-donau-1794667640/,3,2026-01-19T07:24:26.073381,2700.0,60.0,1210.0,4.0,1,0,0,45.0,7.830344675986125,4.853677079613875,Floridsdorf (U6),cbf2b4ea08
"Kleine Perle im ultramodernen Wohnhaus mit Pool am Dach zu mieten // Small gem in an ultra-modern apartm. building with pool on the roof for rent // | 1020 Wien, 02. Bezirk, Leopoldstadt | 55 m² | 2 Zimmer | Terrasse, Balkon | Valmacor Immobilientreuhand GmbH | € 1.630,01",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/kleine-perle-im-ultramodernen-wohnhaus-mit-pool-am-dach-zu-mieten-small-gem-in-an-ultra-modern-apartm-building-with-pool-on-the-roof-for-rent-890629443/,3,2026-01-19T07:24:26.089434,1630.01,55.0,1020.0,2.0,1,0,0,29.636545454545455,3.3058215426013144,2.503428824060213,Praterstern (U1/U2),7241fff4c5
"Ruhige 67 m² Wohnung mit Balkon im 6. Bezirk | 1060 Wien, 06. Bezirk, Mariahilf, Webgaße 37 | 67 m² | 2 Zimmer | Balkon | Privat | € 1.400",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/ruhige-67-m-wohnung-mit-balkon-im-6-bezirk-1412563307/,4,2026-01-19T07:24:33.375084,1400.0,67.0,1060.0,2.0,1,0,0,20.895522388059703,2.3165823996456854,0.9572671906655237,Längenfeldgasse (U4/U6),6446b54d80
"Charmante Wohnung im Grünen, WG - geeignet | 1180 Wien, 18. Bezirk, Währing | 57 m² | 2 Zimmer | Balkon, Garten | Privat | € 966,70",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/charmante-wohnung-im-gruenen-wg-geeignet-1310270323/,4,2026-01-19T07:24:33.390704,966.7,57.0,1180.0,2.0,1,0,0,16.95964912280702,4.063677328064962,2.071619426532513,Nußdorfer Straße (U6),1fafae514b
"Top-Lage Citygate: 2 Zimmer mit großem Balkon, U1 vor der Tür - provisionsfrei | 1210 Wien, 21. Bezirk, Floridsdorf, Aderklaaer Straße 29 | 58 m² | 2 Zimmer | Balkon | Privat | € 1.090",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/top-lage-citygate-2-zimmer-mit-grossem-balkon-u1-vor-der-tuer-provisionsfrei-1656192424/,4,2026-01-19T07:24:33.432790,1090.0,58.0,1210.0,2.0,1,0,0,18.79310344827586,7.830344675986125,4.853677079613875,Floridsdorf (U6),1736beecf8
"Helle 3-Zimmer-Wohnung mit Terrasse & Garagenplatz im Herzen Döblings - 1190 Wien | 1190 Wien, 19. Bezirk, Döbling | 82 m² | 3 Zimmer | Terrasse | Warestone Immobilien GmbH | € 1.900",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/helle-3-zimmer-wohnung-mit-terrasse-garagenplatz-im-herzen-doeblings-1190-wien-2111037524/,4,2026-01-19T07:24:33.448350,1900.0,82.0,1190.0,3.0,1,0,0,23.170731707317074,5.985980651446811,3.4946354996116806,Floridsdorf (U6),9c4481219b
"ALL-INCLUSIVE-MIETE im Sonnwendviertel! | 1100 Wien, 10. Bezirk, Favoriten | 36 m² | 1 Zimmer | Loggia | Hubner Immobilien | € 727,73",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/all-inclusive-miete-im-sonnwendviertel-1210332102/,4,2026-01-19T07:24:33.463748,727.73,36.0,1100.0,1.0,1,0,0,20.21472222222222,5.852546811736052,3.2766015505325448,Südtiroler Platz (U1),fa99d99449
"Grüne Ruheoase im Herzen des 8. Bezirks - Schlafzimmer zum großen, ruhigem Innenhof - Optional mit Garage im Haus | 1080 Wien, 08. Bezirk, Josefstadt, Breitenfeldergasse | 67 m² | 2 Zimmer | Garten | Privat | € 1.680,44",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/gruene-ruheoase-im-herzen-des-8-bezirks-schlafzimmer-zum-grossen-ruhigem-innenhof-optional-mit-garage-im-haus-1328548938/,4,2026-01-19T07:24:33.479405,1680.44,67.0,1080.0,2.0,1,0,0,25.081194029850746,1.9938000988645959,1.0586064237682513,Nußdorfer Straße (U6),8e683701f4
"4 Zimmer Gemeindewohnung | 1030 Wien, 03. Bezirk, Landstraße, Markhofgasse | 71 m² | 4 Zimmer | Privat | € 773,40",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/4-zimmer-gemeindewohnung-810976204/,4,2026-01-19T07:24:33.493769,773.4,71.0,1030.0,4.0,0,0,0,10.892957746478872,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),cfae857ded
"Vollmöblierte Neubauwohnung mit Balkon und Rutsche in ruhiger Lage | 1030 Wien, 03. Bezirk, Landstraße, Erne-Seder-Gasse 6 | 41 m² | Balkon | Privat | € 990",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/vollmoeblierte-neubauwohnung-mit-balkon-und-rutsche-in-ruhiger-lage-962162189/,4,2026-01-19T07:24:33.508149,990.0,41.0,1030.0,,1,1,1,24.146341463414632,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),124fc1868b
"Wohnung zum vermieten | 1140 Wien, 14. Bezirk, Penzing | 52 m² | 2 Zimmer | Privat | € 1.000",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/wohnung-zum-vermieten-1217658379/,4,2026-01-19T07:24:33.524433,1000.0,52.0,1140.0,2.0,0,0,0,19.23076923076923,8.249117099411702,5.272188786768713,Nußdorfer Straße (U6),263231aee8
"Helle 1 Zimmerwohnung im Cottageviertel | 1180 Wien, 18. Bezirk, Währing, Wallrißstraße 68 | 30 m² | 1 Zimmer | Privat | € 700",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/helle-1-zimmerwohnung-im-cottageviertel-1246360988/,4,2026-01-19T07:24:33.539881,700.0,30.0,1180.0,1.0,0,0,0,23.333333333333332,4.063677328064962,2.071619426532513,Nußdorfer Straße (U6),c528e293a0
"Traumhafte Wohnung mit Panoramablick über Wien | 1170 Wien, 17. Bezirk, Hernals, Werfelstraße | 153 m² | 4 Zimmer | Terrasse, Balkon | Privat | € 2.849",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/traumhafte-wohnung-mit-panoramablick-ueber-wien-992889295/,4,2026-01-19T07:24:33.554650,2849.0,153.0,1170.0,4.0,1,0,0,18.62091503267974,5.540427782715806,2.6870540919133137,Nußdorfer Straße (U6),3de43f84bc
"Helle, ruhige 2-Zimmer-Wohnung mit Balkon & Klimaanlage - Schleiergasse Nähe U1 Troststraße | 1100 Wien, 10. Bezirk, Favoriten | 68 m² | 2 Zimmer | Terrasse, Balkon | ISIDEX GmbH | € 1.100",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/helle-ruhige-2-zimmer-wohnung-mit-balkon-klimaanlage-schleiergasse-naehe-u1-troststrasse-2015371140/,4,2026-01-19T07:24:33.571629,1100.0,68.0,1100.0,2.0,1,0,0,16.176470588235293,5.852546811736052,3.2766015505325448,Südtiroler Platz (U1),fa9ac40a7f
"AKTION-EIN MONAT MIETFREI Kompakte Mietwohnungen in ruhiger Lage- weitere Einheiten folgen | 1210 Wien, 21. Bezirk, Floridsdorf | 36 m² | 1 Zimmer | Rustler Immobilientreuhand GesmbH | € 668,16",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/aktion-ein-monat-mietfrei-kompakte-mietwohnungen-in-ruhiger-lage-weitere-einheiten-folgen-1462711382/,4,2026-01-19T07:24:33.587962,668.16,36.0,1210.0,1.0,0,0,0,18.56,7.830344675986125,4.853677079613875,Floridsdorf (U6),c005fa04f4
"Traumhafte Terrassenwohnung mit Panoramablick & Garagenplatz | 1140 Wien, 14. Bezirk, Penzing, Waidhausenstraße | 113 m² | 4 Zimmer | Terrasse | Privat | € 1.890",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/traumhafte-terrassenwohnung-mit-panoramablick-garagenplatz-2037029242/,4,2026-01-19T07:24:33.604398,1890.0,113.0,1140.0,4.0,1,0,0,16.72566371681416,8.249117099411702,5.272188786768713,Nußdorfer Straße (U6),7e25c9a9df
"2-Zimmer Wohnung in 1100 Wien: Einbauküche und Loggia inklusive! | 1100 Wien, 10. Bezirk, Favoriten, Humboldtgasse 38 | 80 m² | 2 Zimmer | Loggia | teamneunzehn-Gruppe | € 1.280,96",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/2-zimmer-wohnung-in-1100-wien-einbaukueche-und-loggia-inklusive-1540547794/,4,2026-01-19T07:24:33.619832,1280.96,80.0,1100.0,2.0,1,0,1,16.012,5.852546811736052,3.2766015505325448,Südtiroler Platz (U1),9dd33333be
"Abends Champagner auf der 360° Dachterrasse, morgens die U-Bahn vor der Haustüre | 1040 Wien, 04. Bezirk, Wieden | 184 m² | 4 Zimmer | Terrasse, Dachterrasse | Kokron Immobilien e.U. | € 4.854,30",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/abends-champagner-auf-der-360-dachterrasse-morgens-die-u-bahn-vor-der-haustuere-956627080/,4,2026-01-19T07:24:33.634489,4854.3,184.0,1040.0,4.0,1,0,0,26.382065217391304,1.9401070499167226,0.8095003750608214,Karlsplatz (U1/U2/U4),b5364a1232
"Maisonette mit Flair: Hochwertige Wohnung mit großzügiger Freiflächen! Einbauküche und Klimaanlage inklusive! | 1130 Wien, 13. Bezirk, Hietzing, Vitusgasse 6 | 93 m² | 4 Zimmer | Terrasse, Balkon, Dachterrasse | teamneunzehn-Gruppe | € 2.249",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/maisonette-mit-flair-hochwertige-wohnung-mit-grosszuegiger-freiflaechen-einbaukueche-und-klimaanlage-inklusive-1591944824/,4,2026-01-19T07:24:33.648932,2249.0,93.0,1130.0,4.0,1,0,1,24.182795698924732,7.996040338267293,4.680542147592663,Meidling (U4/U6),5d24179400
"Geräumige 2-Zimmer-Wohnung mit Loggia und Einbauküche - ab sofort beziehbar! | 1100 Wien, 10. Bezirk, Favoriten, Humboldtgasse 38 | 68 m² | 2 Zimmer | Loggia | teamneunzehn-Gruppe | € 1.114,73",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/geraeumige-2-zimmer-wohnung-mit-loggia-und-einbaukueche-ab-sofort-beziehbar-1040972264/,4,2026-01-19T07:24:33.663437,1114.73,68.0,1100.0,2.0,1,0,1,16.39308823529412,5.852546811736052,3.2766015505325448,Südtiroler Platz (U1),dfab46c868
"Ruhige 1-Zimmerwohnung inkl. Loggia in U-Bahnnähe | 1140 Wien, 14. Bezirk, Penzing, Baumgartenstraße | 50 m² | 1 Zimmer | Loggia, Garten | Privat | € 695",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/ruhige-1-zimmerwohnung-inkl-loggia-in-u-bahnnaehe-1332413494/,4,2026-01-19T07:24:33.679344,695.0,50.0,1140.0,1.0,1,0,0,13.9,8.249117099411702,5.272188786768713,Nußdorfer Straße (U6),aea6f443ec
"helle und ruhige Altbau-Garconniere kurzfristig zu vermieten | 1120 Wien, 12. Bezirk, Meidling | 32 m² | Privat | € 590",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/helle-und-ruhige-altbau-garconniere-kurzfristig-zu-vermieten-2125634606/,4,2026-01-19T07:24:33.693641,590.0,32.0,1120.0,,0,0,0,18.4375,5.538467268692503,0.9215816181086743,Meidling (U4/U6),98c6c853e0
"SEHR HELLE, PROVISIONSFREIE, UNBEFRISTETE 121m² 3-ZIMMER-WOHNUNG IN BESTER WÄHRINGER RUHELAGE ZU MIETEN! | 1180 Wien, 18. Bezirk, Währing | 121 m² | 3 Zimmer | IMMO-GITH GmbH | € 1.895,60",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/sehr-helle-provisionsfreie-unbefristete-121m-3-zimmer-wohnung-in-bester-waehringer-ruhelage-zu-mieten-1812158178/,4,2026-01-19T07:24:33.709669,1895.6,121.0,1180.0,3.0,0,0,0,15.666115702479338,4.063677328064962,2.071619426532513,Nußdorfer Straße (U6),afb7afb3b1
"2 Zimmer Wohnung nähe Donauzentrum | 1220 Wien, 22. Bezirk, Donaustadt, nähe Kagraner Platz/Donauzentrum | 55 m² | 2 Zimmer | Terrasse | Privat | € 1.200",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/2-zimmer-wohnung-naehe-donauzentrum-1266955390/,4,2026-01-19T07:24:33.724820,1200.0,55.0,1220.0,2.0,1,0,0,21.818181818181817,7.413418410825834,6.441728552789552,Nestroyplatz (U1),4c8648d409
"Design trifft auf Wohnkomfort! High-End Apartment in den DC Flats | 1220 Wien, 22. Bezirk, Donaustadt | 45 m² | 2 Zimmer | Hubner Immobilien | € 1.240",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/design-trifft-auf-wohnkomfort-high-end-apartment-in-den-dc-flats-1655817765/,4,2026-01-19T07:24:33.740330,1240.0,45.0,1220.0,2.0,0,0,0,27.555555555555557,7.413418410825834,6.441728552789552,Nestroyplatz (U1),1461599dc0
"Hoch hinaus mit Stil- Exklusives 3-Zimmer-Apartment über der Donau! | 1220 Wien, 22. Bezirk, Donaustadt | 91 m² | 3 Zimmer | Hubner Immobilien | € 2.350",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/hoch-hinaus-mit-stil-exklusives-3-zimmer-apartment-ueber-der-donau-1029643936/,4,2026-01-19T07:24:33.755722,2350.0,91.0,1220.0,3.0,0,0,0,25.824175824175825,7.413418410825834,6.441728552789552,Nestroyplatz (U1),6ea275793d
"DC Flats - Architektur, Design & Komfort vereint | 1220 Wien, 22. Bezirk, Donaustadt | 92 m² | 3 Zimmer | Hubner Immobilien | € 2.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/dc-flats-architektur-design-komfort-vereint-2026984997/,4,2026-01-19T07:24:33.771402,2300.0,92.0,1220.0,3.0,0,0,0,25.0,7.413418410825834,6.441728552789552,Nestroyplatz (U1),3945400d14
